test_1,test_2,result,start,stop,time_index,battery_voltage,field,measurement,host,name,slave_id,type
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:40:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:42:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:44:00Z,698.8166666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:46:00Z,699.3833333333336,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:48:00Z,698.85,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:50:00Z,698.8833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:52:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:54:00Z,697.3000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:56:00Z,696.6833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T13:58:00Z,696.1999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:00:00Z,697.4499999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:02:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:04:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:06:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:08:00Z,698.35,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:10:00Z,698.1999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:12:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:14:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:16:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:18:00Z,696.15,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:20:00Z,685.3333333333335,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:22:00Z,682.0500000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:24:00Z,682.6666666666666,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:26:00Z,682.35,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:28:00Z,681.85,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:30:00Z,682.0000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:32:00Z,692.1333333333336,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:34:00Z,696.3333333333335,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:36:00Z,696.1,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:38:00Z,695.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:40:00Z,696.0333333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:42:00Z,696.1999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:44:00Z,696.0833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:46:00Z,696.1999999999999,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:48:00Z,696.5,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:50:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:52:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:54:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:56:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T14:58:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:00:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:02:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:04:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:06:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:08:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:10:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:12:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:14:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:16:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:18:00Z,697.9833333333332,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:54:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:56:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T15:58:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:00:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:02:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:04:00Z,697.3666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:06:00Z,697.6500000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:08:00Z,697.7833333333333,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:10:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:12:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:14:00Z,697.6,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:16:00Z,697.5666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:18:00Z,696.9833333333335,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:20:00Z,696.5333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:22:00Z,697.65,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:24:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:26:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:28:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:30:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:32:00Z,697.5666666666667,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:34:00Z,697.25,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:36:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:38:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:40:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:42:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:44:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:46:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:48:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:50:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:52:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:54:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:56:00Z,698.1666666666666,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T16:58:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:00:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:02:00Z,698,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:04:00Z,698.25,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:06:00Z,698.0833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:08:00Z,698.5333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:10:00Z,698.7000000000002,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:12:00Z,698.6833333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:14:00Z,698.4000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:16:00Z,699.25,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:18:00Z,698.8333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:20:00Z,699.4333333333334,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:22:00Z,698.8833333333336,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:24:00Z,699.3333333333335,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:26:00Z,699.1666666666666,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:28:00Z,699.5,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:30:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:32:00Z,699.6500000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:34:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:36:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:38:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:40:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:42:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:44:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:46:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:48:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:50:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:52:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:54:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:56:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T17:58:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
,,1,2023-05-25T06:00:00Z,2023-05-25T18:00:00Z,2023-05-25T18:00:00Z,699.8000000000001,battery voltage,modbus,freqcon,MB198_DC01_01,2,holding_register
